"Time [s]";"Pressure [mmHg]";
15.46;122.89;
15.47;123.02;
15.48;123.00;
15.49;123.91;
15.50;141.11;
15.51;153.28;
15.52;150.02;
15.53;138.30;
15.54;124.95;
15.55;116.22;
15.56;118.70;
15.57;132.77;
15.58;143.47;
15.59;142.19;
15.60;131.20;
15.61;119.66;
15.62;112.06;
15.63;113.95;
15.64;125.39;
15.65;137.20;
15.66;135.09;
15.67;125.38;
15.68;114.80;
15.69;108.88;
15.70;112.55;
15.71;125.94;
15.72;134.48;
15.73;131.64;
15.74;120.94;
15.75;110.56;
15.76;106.64;
15.77;114.19;
15.78;127.89;
15.79;135.48;
15.80;128.33;
15.81;117.80;
15.82;108.00;
15.83;105.73;
15.84;114.16;
15.85;127.80;
15.86;133.33;
15.87;125.14;
15.88;114.19;
15.89;107.23;
15.90;108.66;
15.91;120.02;
15.92;128.83;
15.93;128.91;
15.94;120.20;
15.95;109.88;
15.96;104.36;
15.97;107.89;
15.98;121.23;
15.99;130.81;
16.00;127.31;
16.01;119.19;
16.02;111.50;
16.03;108.08;
16.04;109.70;
16.05;115.77;
16.06;119.61;
16.07;119.06;
16.08;115.08;
16.09;111.11;
16.10;111.09;
16.11;117.95;
16.12;129.17;
16.13;138.14;
16.14;141.53;
16.15;141.66;
16.16;141.23;
16.17;140.70;
16.18;142.86;
16.19;148.38;
16.20;149.19;
16.21;146.56;
16.22;145.59;
16.23;144.41;
16.24;142.41;
16.25;138.23;
16.26;134.19;
16.27;132.30;
16.28;132.27;
16.29;131.94;
16.30;131.42;
16.31;128.86;
16.32;125.72;
16.33;124.17;
16.34;124.17;
16.35;124.12;
16.36;123.70;
16.37;122.89;
16.38;122.50;
16.39;121.92;
16.40;121.95;
16.41;121.80;
16.42;122.33;
16.43;122.66;
16.44;124.00;
16.45;125.83;
16.46;127.56;
16.47;129.23;
16.48;129.80;
16.49;129.66;
16.50;130.05;
16.51;129.64;
16.52;129.56;
16.53;128.52;
16.54;128.28;
16.55;127.00;
16.56;124.77;
16.57;123.55;
16.58;123.98;
16.59;123.98;
16.60;124.08;
16.61;123.84;
16.62;123.36;
16.63;121.11;
16.64;118.61;
16.65;117.92;
16.66;118.55;
16.67;119.67;
16.68;120.00;
16.69;119.81;
16.70;119.20;
16.71;117.41;
16.72;116.08;
16.73;115.81;
16.74;116.42;
16.75;116.64;
16.76;117.03;
16.77;117.09;
16.78;117.00;
16.79;117.09;
16.80;117.20;
16.81;117.17;
16.82;117.31;
16.83;116.92;
16.84;115.25;
16.85;114.77;
16.86;114.86;
16.87;115.05;
16.88;115.72;
16.89;115.62;
16.90;115.55;
16.91;115.64;
16.92;115.67;
16.93;116.08;
16.94;116.53;
16.95;115.56;
16.96;113.66;
16.97;112.77;
16.98;113.19;
16.99;113.73;
17.00;114.66;
17.01;114.56;
17.02;113.70;
17.03;113.45;
17.04;113.16;
17.05;112.73;
17.06;112.62;
17.07;112.52;
17.08;112.80;
17.09;113.22;
17.10;114.31;
17.11;115.20;
17.12;120.16;
17.13;128.25;
17.14;135.86;
17.15;139.94;
17.16;140.77;
17.17;141.66;
17.18;143.19;
17.19;145.33;
17.20;144.86;
17.21;144.50;
17.22;143.56;
17.23;141.75;
17.24;140.06;
17.25;138.06;
17.26;134.89;
17.27;132.22;
17.28;129.62;
17.29;128.38;
17.30;127.09;
17.31;126.47;
17.32;125.48;
17.33;124.12;
17.34;122.41;
17.35;120.39;
17.36;119.09;
17.37;118.77;
17.38;119.11;
17.39;119.83;
17.40;120.30;
17.41;120.80;
17.42;121.55;
17.43;121.69;
17.44;122.83;
17.45;123.98;
17.46;125.28;
17.47;126.78;
17.48;127.64;
17.49;127.88;
17.50;128.34;
17.51;128.34;
17.52;128.34;
17.53;128.22;
17.54;127.86;
17.55;126.86;
17.56;125.61;
17.57;123.11;
17.58;122.06;
17.59;121.41;
17.60;121.42;
17.61;121.11;
17.62;121.17;
17.63;120.55;
17.64;120.23;
17.65;119.19;
17.66;118.00;
17.67;118.03;
17.68;118.75;
17.69;118.83;
17.70;118.64;
17.71;117.42;
17.72;116.17;
17.73;116.11;
17.74;117.00;
17.75;117.02;
17.76;117.00;
17.77;116.36;
17.78;115.61;
17.79;115.45;
17.80;116.23;
17.81;116.34;
17.82;116.41;
17.83;115.97;
17.84;115.56;
17.85;115.70;
17.86;116.58;
17.87;116.34;
17.88;115.11;
17.89;114.20;
17.90;114.12;
17.91;114.44;
17.92;114.94;
17.93;114.75;
17.94;114.38;
17.95;114.67;
17.96;115.42;
17.97;115.19;
17.98;114.06;
17.99;113.38;
18.00;111.92;
18.01;110.62;
18.02;110.52;
18.03;110.44;
18.04;110.06;
18.05;111.06;
18.06;113.55;
18.07;114.16;
18.08;115.50;
18.09;119.89;
18.10;130.30;
18.11;139.25;
18.12;144.67;
18.13;143.89;
18.14;142.89;
18.15;140.45;
18.16;140.94;
18.17;143.03;
18.18;145.19;
18.19;144.78;
18.20;143.64;
18.21;137.31;
18.22;130.70;
18.23;125.06;
18.24;125.56;
18.25;128.08;
18.26;131.00;
18.27;128.66;
18.28;123.03;
18.29;116.44;
18.30;112.12;
18.31;115.25;
18.32;122.92;
18.33;128.52;
18.34;124.69;
18.35;115.05;
18.36;107.23;
18.37;107.48;
18.38;118.64;
18.39;132.56;
18.40;135.81;
18.41;130.30;
18.42;120.75;
18.43;113.16;
18.44;114.27;
18.45;127.67;
18.46;140.33;
18.47;142.06;
18.48;133.02;
18.49;120.64;
18.50;114.61;
18.51;116.91;
18.52;125.00;
18.53;131.31;
18.54;130.22;
18.55;123.88;
18.56;117.48;
18.57;113.77;
18.58;114.84;
18.59;118.00;
18.60;121.17;
18.61;121.28;
18.62;120.06;
18.63;116.56;
18.64;113.38;
18.65;113.41;
18.66;115.36;
18.67;116.38;
18.68;116.84;
18.69;116.47;
18.70;114.77;
18.71;114.31;
18.72;114.77;
18.73;114.58;
18.74;114.44;
18.75;113.84;
18.76;112.89;
18.77;112.97;
18.78;113.91;
18.79;114.22;
18.80;114.27;
18.81;114.09;
18.82;113.27;
18.83;113.31;
18.84;114.20;
18.85;114.12;
18.86;113.83;
18.87;113.69;
18.88;114.03;
18.89;113.78;
18.90;113.61;
18.91;113.55;
18.92;112.14;
18.93;112.12;
18.94;112.78;
18.95;112.75;
18.96;112.61;
18.97;112.36;
18.98;112.58;
18.99;112.16;
19.00;111.62;
19.01;110.67;
19.02;109.39;
19.03;109.73;
19.04;113.47;
19.05;118.88;
19.06;125.77;
19.07;130.03;
19.08;133.19;
19.09;135.23;
19.10;137.98;
19.11;139.66;
19.12;141.25;
19.13;141.77;
19.14;141.81;
19.15;141.42;
19.16;141.03;
19.17;139.44;
19.18;137.73;
19.19;135.12;
19.20;132.73;
19.21;130.06;
19.22;128.16;
19.23;126.14;
19.24;125.66;
19.25;124.95;
19.26;124.55;
19.27;123.44;
19.28;122.30;
19.29;120.78;
19.30;119.44;
19.31;119.44;
19.32;119.67;
19.33;119.73;
19.34;120.02;
19.35;120.17;
19.36;120.47;
19.37;120.77;
19.38;121.72;
19.39;123.48;
19.40;125.14;
19.41;125.83;
19.42;126.25;
19.43;126.83;
19.44;127.20;
19.45;127.08;
19.46;126.70;
19.47;125.55;
19.48;124.77;
19.49;123.61;
19.50;123.33;
19.51;123.05;
19.52;122.86;
19.53;121.94;
19.54;121.38;
19.55;121.05;
19.56;120.88;
19.57;120.67;
19.58;119.23;
19.59;117.62;
19.60;117.52;
19.61;117.03;
19.62;116.83;
19.63;116.81;
19.64;116.59;
19.65;116.28;
19.66;116.39;
19.67;116.50;
19.68;116.22;
19.69;115.78;
19.70;115.17;
19.71;114.80;
19.72;115.02;
19.73;114.73;
19.74;114.69;
19.75;114.56;
19.76;114.28;
19.77;114.09;
19.78;114.62;
19.79;114.56;
19.80;114.52;
19.81;114.50;
19.82;113.83;
19.83;113.62;
19.84;114.00;
19.85;113.89;
19.86;113.89;
19.87;113.69;
19.88;112.69;
19.89;112.42;
19.90;113.03;
19.91;112.94;
19.92;112.06;
19.93;112.03;
19.94;112.88;
19.95;113.08;
19.96;113.00;
19.97;112.25;
19.98;110.70;
19.99;110.17;
20.00;111.03;
20.01;111.80;
20.02;114.08;
20.03;120.48;
20.04;128.12;
20.05;133.75;
20.06;136.44;
20.07;137.70;
20.08;138.48;
20.09;139.64;
20.10;140.92;
20.11;141.84;
20.12;141.58;
20.13;141.02;
20.14;140.06;
20.15;138.09;
20.16;135.52;
20.17;132.55;
20.18;130.27;
20.19;128.41;
20.20;127.05;
20.21;126.30;
20.22;125.86;
20.23;124.62;
20.24;122.94;
20.25;120.77;
20.26;118.78;
20.27;118.97;
20.28;119.94;
20.29;120.30;
20.30;120.31;
20.31;119.94;
20.32;119.88;
20.33;119.94;
20.34;120.27;
20.35;121.33;
20.36;122.78;
20.37;124.39;
20.38;125.94;
20.39;126.45;
20.40;126.39;
20.41;126.06;
20.42;125.94;
20.43;125.77;
20.44;125.50;
20.45;125.27;
20.46;124.61;
20.47;123.95;
20.48;123.09;
20.49;83.88;
20.50;82.81;
20.51;82.59;
20.52;82.67;
20.53;82.58;
20.54;82.47;
20.55;81.77;
20.56;79.95;
20.57;78.64;
20.58;78.25;
20.59;78.47;
20.60;79.23;
20.61;79.59;
20.62;79.44;
20.63;78.91;
20.64;78.16;
20.65;77.80;
20.66;78.08;
20.67;78.09;
20.68;77.22;
20.69;76.42;
20.70;76.31;
20.71;76.45;
20.72;76.69;
20.73;77.22;
20.74;77.28;
20.75;77.52;
20.76;78.12;
20.77;78.16;
20.78;77.45;
20.79;76.45;
20.80;76.34;
20.81;76.36;
20.82;76.31;
20.83;76.38;
20.84;76.39;
20.85;76.44;
20.86;77.17;
20.87;77.50;
20.88;77.00;
20.89;76.36;
20.90;76.41;
20.91;76.28;
20.92;75.69;
20.93;74.97;
20.94;75.02;
20.95;74.86;
20.96;74.67;
20.97;74.97;
20.98;75.23;
20.99;77.42;
21.00;82.47;
21.01;90.06;
21.02;95.56;
21.03;98.33;
21.04;98.61;
21.05;98.86;
21.06;98.38;
21.07;98.28;
21.08;98.20;
21.09;98.30;
21.10;97.95;
21.11;97.33;
21.12;96.05;
21.13;95.66;
21.14;94.83;
21.15;92.98;
21.16;89.25;
21.17;85.86;
21.18;84.09;
21.19;83.95;
21.20;84.20;
21.21;84.38;
21.22;0.00;
21.23;0.00;
21.24;0.00;
21.25;0.00;
21.26;0.00;
21.27;0.00;
21.28;0.00;
21.29;0.00;
21.30;0.00;
21.31;0.00;
21.32;0.00;
21.33;0.00;
21.34;0.00;
21.35;0.00;
21.36;0.00;
21.37;0.00;
21.38;0.00;
21.39;0.00;
21.40;0.00;
21.41;0.00;
21.42;0.00;
21.43;0.00;
21.44;0.00;
21.45;0.00;
21.46;0.00;
21.47;0.00;
21.48;0.00;
21.49;0.00;
21.50;0.00;
21.51;0.00;
21.52;0.00;
21.53;0.00;
21.54;0.00;
21.55;0.00;
21.56;0.00;
21.57;0.00;
21.58;0.00;
21.59;0.00;
21.60;0.00;
21.61;0.00;
21.62;0.00;
21.63;0.00;
21.64;0.00;
21.65;0.00;
21.66;0.00;
21.67;0.00;
21.68;0.00;
21.69;0.00;
21.70;0.00;
21.71;0.00;
21.72;0.00;
21.73;0.00;
21.74;0.00;
21.75;0.00;
21.76;0.00;
21.77;0.00;
21.78;0.00;
21.79;0.00;
21.80;0.00;
21.81;0.00;
21.82;0.00;
21.83;0.00;
21.84;0.00;
21.85;0.00;
21.86;0.00;
21.87;0.00;
21.88;0.00;
21.89;0.00;
21.90;0.00;
21.91;0.00;
21.92;0.00;
21.93;0.00;
21.94;0.00;
21.95;0.00;
21.96;0.00;
21.97;0.00;
21.98;0.00;
21.99;0.00;
22.00;0.00;
22.01;0.00;
22.02;0.00;
22.03;0.00;
22.04;0.00;
22.05;0.00;
22.06;0.00;
22.07;0.00;
22.08;0.00;
22.09;0.00;
22.10;0.00;
22.11;0.00;
22.12;0.00;
22.13;0.00;
22.14;0.00;
22.15;0.00;
22.16;0.00;
22.17;0.00;
22.18;0.00;
22.19;0.00;
22.20;0.00;
22.21;0.00;
22.22;0.00;
22.23;0.00;
22.24;0.00;
22.25;0.00;
22.26;0.00;
22.27;0.00;
22.28;0.00;
22.29;0.00;
22.30;0.00;
22.31;0.00;
22.32;0.00;
22.33;0.00;
22.34;0.00;
22.35;0.00;
22.36;0.00;
22.37;0.00;
22.38;0.00;
22.39;0.00;
22.40;0.00;
22.41;0.00;
22.42;0.00;
22.43;0.00;
22.44;0.00;
22.45;0.00;
22.46;0.00;
22.47;0.00;
22.48;0.00;
22.49;0.00;
22.50;0.00;
22.51;0.00;
22.52;0.00;
22.53;0.00;
22.54;0.00;
22.55;0.00;
22.56;0.00;
22.57;0.00;
22.58;0.00;
22.59;0.00;
22.60;0.00;
22.61;0.00;
22.62;0.00;
22.63;0.00;
22.64;0.00;
22.65;0.00;
22.66;0.00;
22.67;0.00;
22.68;0.00;
22.69;0.00;
22.70;0.00;
22.71;0.00;
22.72;0.00;
22.73;0.00;
22.74;0.00;
22.75;0.00;
22.76;0.00;
22.77;0.00;
22.78;0.00;
22.79;0.00;
22.80;0.00;
22.81;0.00;
22.82;0.00;
22.83;0.00;
22.84;0.00;
22.85;0.00;
22.86;0.00;
22.87;0.00;
22.88;0.00;
22.89;0.00;
22.90;0.00;
22.91;0.00;
22.92;0.00;
22.93;0.00;
22.94;0.00;
22.95;0.00;
22.96;0.00;
22.97;0.00;
22.98;0.00;
22.99;0.00;
23.00;0.00;
23.01;0.00;
23.02;0.00;
23.03;0.00;
23.04;0.00;
23.05;0.00;
23.06;0.00;
23.07;0.00;
23.08;0.00;
23.09;0.00;
23.10;0.00;
23.11;0.00;
23.12;0.00;
23.13;0.00;
23.14;0.00;
23.15;0.00;
23.16;0.00;
23.17;0.00;
23.18;0.00;
23.19;0.00;
23.20;0.00;
23.21;0.00;
23.22;0.00;
23.23;0.00;
23.24;0.00;
23.25;0.00;
23.26;0.00;
23.27;0.00;
23.28;0.00;
23.29;0.00;
23.30;0.00;
23.31;0.00;
23.32;0.00;
23.33;0.00;
23.34;0.00;
23.35;0.00;
23.36;0.00;
23.37;0.00;
23.38;0.00;
23.39;0.00;
23.40;0.00;
23.41;0.00;
23.42;0.00;
23.43;0.00;
23.44;0.00;
23.45;0.00;
23.46;0.00;
23.47;0.00;
23.48;0.00;
23.49;0.00;
23.50;0.00;
23.51;0.00;
23.52;0.00;
23.53;0.00;
23.54;0.00;
23.55;0.00;
23.56;0.00;
23.57;0.00;
23.58;0.00;
23.59;0.00;
23.60;0.00;
23.61;0.00;
23.62;0.00;
23.63;0.00;
23.64;0.00;
23.65;0.00;
23.66;0.00;
23.67;0.00;
23.68;0.00;
23.69;0.00;
23.70;0.00;
23.71;0.00;
23.72;0.00;
23.73;0.00;
23.74;0.00;
23.75;0.00;
23.76;0.00;
23.77;0.00;
23.78;0.00;
23.79;0.00;
23.80;0.00;
23.81;0.00;
23.82;0.00;
23.83;0.00;
23.84;0.00;
23.85;0.00;
23.86;0.00;
23.87;0.00;
23.88;0.00;
23.89;0.00;
23.90;0.00;
23.91;0.00;
23.92;0.00;
23.93;0.00;
23.94;0.00;
23.95;0.00;
23.96;0.00;
23.97;0.00;
23.98;0.00;
23.99;0.00;
24.00;0.00;
24.01;0.00;
24.02;0.00;
24.03;0.00;
24.04;0.00;
24.05;0.00;
24.06;0.00;
24.07;0.00;
24.08;0.00;
24.09;0.00;
24.10;0.00;
24.11;0.00;
24.12;0.00;
24.13;0.00;
24.14;0.00;
24.15;0.00;
24.16;0.00;
24.17;0.00;
24.18;0.00;
24.19;0.00;
24.20;0.00;
24.21;0.00;
24.22;0.00;
24.23;0.00;
24.24;0.00;
24.25;0.00;
24.26;0.00;
24.27;0.00;
24.28;0.00;
24.29;0.00;
24.30;0.00;
24.31;0.00;
24.32;0.00;
24.33;0.00;
24.34;0.00;
24.35;0.00;
24.36;0.00;
24.37;0.00;
24.38;0.00;
24.39;0.00;
24.40;0.00;
24.41;0.00;
24.42;0.00;
24.43;0.00;
24.44;0.00;
24.45;0.00;
24.46;0.00;
24.47;0.00;
24.48;0.00;
24.49;0.00;
24.50;0.00;
24.51;0.00;
24.52;0.00;
24.53;0.00;
24.54;0.00;
24.55;0.00;
24.56;0.00;
24.57;0.00;
24.58;0.00;
24.59;0.00;
24.60;0.00;
24.61;0.00;
24.62;0.00;
24.63;0.00;
24.64;0.00;
24.65;0.00;
24.66;0.00;
24.67;0.00;
24.68;0.00;
24.69;0.00;
24.70;0.00;
24.71;0.00;
24.72;0.00;
24.73;0.00;
24.74;0.00;
24.75;0.00;
24.76;0.00;
24.77;0.00;
24.78;0.00;
24.79;0.00;
24.80;0.00;
24.81;0.00;
24.82;0.00;
24.83;0.00;
24.84;0.00;
24.85;0.00;
24.86;0.00;
24.87;0.00;
24.88;0.00;
24.89;0.00;
24.90;0.00;
24.91;0.00;
24.92;0.00;
24.93;0.00;
24.94;0.00;
24.95;0.00;
24.96;0.00;
24.97;0.00;
24.98;0.00;
24.99;0.00;
25.00;0.00;
25.01;0.00;
25.02;0.00;
25.03;0.00;
25.04;0.00;
25.05;0.00;
25.06;0.00;
25.07;0.00;
25.08;0.00;
25.09;0.00;
25.10;0.00;
25.11;0.00;
25.12;0.00;
25.13;0.00;
25.14;0.00;
25.15;0.00;
25.16;0.00;
25.17;0.00;
25.18;0.00;
25.19;0.00;
25.20;0.00;
25.21;0.00;
25.22;0.00;
25.23;0.00;
25.24;0.00;
25.25;0.00;
25.26;0.00;
25.27;0.00;
25.28;0.00;
25.29;0.00;
25.30;0.00;
25.31;0.00;
25.32;0.00;
25.33;0.00;
25.34;0.00;
25.35;0.00;
25.36;0.00;
25.37;0.00;
25.38;0.00;
25.39;0.00;
25.40;0.00;
25.41;0.00;
25.42;0.00;
25.43;0.00;
25.44;0.00;
25.45;0.00;
25.46;0.00;
25.47;0.00;
25.48;0.00;
25.49;0.00;
25.50;0.00;
25.51;0.00;
25.52;0.00;
25.53;0.00;
25.54;0.00;
25.55;0.00;
25.56;0.00;
25.57;0.00;
25.58;0.00;
25.59;0.00;
25.60;0.00;
25.61;0.00;
25.62;0.00;
25.63;0.00;
25.64;0.00;
25.65;0.00;
25.66;0.00;
25.67;0.00;
25.68;0.00;
25.69;0.00;
25.70;0.00;
25.71;0.00;
25.72;0.00;
25.73;0.00;
25.74;0.00;
25.75;0.00;
25.76;0.00;
25.77;0.00;
25.78;0.00;
25.79;0.00;
25.80;0.00;
25.81;0.00;
25.82;0.00;
25.83;0.00;
25.84;0.00;
25.85;0.00;
25.86;0.00;
25.87;0.00;
25.88;0.00;
25.89;0.00;
25.90;0.00;
25.91;0.00;
25.92;0.00;
25.93;0.00;
25.94;0.00;
25.95;0.00;
25.96;0.00;
25.97;0.00;
25.98;0.00;
25.99;0.00;
26.00;0.00;
26.01;0.00;
26.02;0.00;
26.03;0.00;
26.04;0.00;
26.05;0.00;
26.06;0.00;
26.07;0.00;
26.08;0.00;
26.09;0.00;
26.10;0.00;
26.11;0.00;
26.12;0.00;
26.13;0.00;
26.14;0.00;
26.15;0.00;
26.16;0.00;
26.17;0.00;
26.18;0.00;
26.19;0.00;
26.20;0.00;
26.21;0.00;
26.22;0.00;
26.23;0.00;
26.24;0.00;
26.25;0.00;
26.26;0.00;
26.27;0.00;
26.28;0.00;
26.29;0.00;
26.30;0.00;
26.31;0.00;
26.32;0.00;
26.33;0.00;
26.34;0.00;
26.35;0.00;
26.36;0.00;
26.37;0.00;
26.38;0.00;
26.39;0.00;
26.40;0.00;
26.41;0.00;
26.42;0.00;
26.43;0.00;
26.44;0.00;
26.45;0.00;
26.46;0.00;
26.47;0.00;
26.48;0.00;
26.49;0.00;
26.50;0.00;
26.51;0.00;
26.52;0.00;
26.53;0.00;
26.54;0.00;
26.55;0.00;
26.56;0.00;
26.57;0.00;
26.58;0.00;
26.59;0.00;
26.60;0.00;
26.61;0.00;
26.62;0.00;
26.63;0.00;
26.64;0.00;
26.65;0.00;
26.66;0.00;
26.67;0.00;
26.68;0.00;
26.69;0.00;
26.70;0.00;
26.71;0.00;
26.72;0.00;
26.73;0.00;
26.74;0.00;
26.75;0.00;
26.76;0.00;
26.77;0.00;
26.78;0.00;
26.79;0.00;
26.80;0.00;
26.81;0.00;
26.82;0.00;
26.83;0.00;
26.84;0.00;
26.85;0.00;
26.86;0.00;
26.87;0.00;
26.88;0.00;
26.89;0.00;
26.90;0.00;
26.91;0.00;
26.92;0.00;
26.93;0.00;
26.94;0.00;
26.95;0.00;
26.96;0.00;
26.97;0.00;
26.98;0.00;
26.99;0.00;
27.00;0.00;
27.01;0.00;
27.02;0.00;
27.03;0.00;
27.04;0.00;
27.05;0.00;
27.06;0.00;
27.07;0.00;
27.08;0.00;
27.09;0.00;
27.10;0.00;
27.11;0.00;
27.12;0.00;
27.13;0.00;
27.14;0.00;
27.15;0.00;
27.16;0.00;
27.17;0.00;
27.18;0.00;
27.19;0.00;
27.20;0.00;
27.21;0.00;
27.22;0.00;
27.23;0.00;
27.24;0.00;
27.25;0.00;
27.26;0.00;
27.27;0.00;
27.28;0.00;
27.29;0.00;
27.30;86.95;
27.31;87.34;
27.32;87.55;
27.33;87.64;
27.34;87.55;
27.35;87.12;
27.36;85.92;
27.37;85.44;
27.38;84.64;
27.39;83.39;
27.40;82.64;
27.41;82.77;
27.42;82.72;
27.43;82.11;
27.44;81.52;
27.45;81.44;
27.46;81.41;
27.47;81.62;
27.48;81.34;
27.49;80.41;
27.50;79.84;
27.51;79.88;
27.52;80.03;
27.53;79.75;
27.54;79.53;
27.55;79.45;
27.56;79.61;
27.57;79.62;
27.58;79.94;
27.59;79.84;
27.60;79.39;
27.61;79.34;
27.62;79.39;
27.63;79.52;
27.64;79.81;
27.65;79.61;
27.66;79.41;
27.67;79.23;
27.68;79.45;
27.69;79.31;
27.70;79.31;
27.71;79.47;
27.72;79.66;
27.73;78.88;
27.74;78.14;
27.75;78.12;
27.76;78.12;
27.77;78.30;
27.78;78.55;
27.79;78.84;
27.80;78.86;
27.81;79.05;
27.82;79.00;
27.83;79.00;
27.84;78.91;
27.85;79.06;
27.86;79.22;
27.87;80.22;
27.88;83.61;
27.89;88.50;
27.90;94.67;
27.91;100.45;
27.92;101.70;
27.93;101.09;
27.94;100.47;
27.95;100.31;
27.96;101.08;
27.97;101.58;
27.98;101.47;
27.99;100.73;
28.00;98.44;
28.01;94.95;
28.02;92.39;
28.03;89.64;
28.04;87.97;
28.05;87.84;
28.06;87.22;
28.07;86.39;
28.08;85.25;
28.09;84.12;
28.10;83.42;
28.11;83.36;
28.12;83.44;
28.13;82.75;
28.14;81.38;
28.15;81.30;
28.16;81.41;
28.17;82.05;
28.18;83.02;
28.19;83.27;
28.20;83.19;
28.21;84.08;
28.22;85.45;
28.23;87.31;
28.24;88.95;
28.25;88.59;
28.26;87.83;
28.27;87.02;
28.28;86.19;
28.29;85.89;
28.30;86.02;
28.31;85.28;
28.32;84.27;
28.33;84.05;
28.34;83.92;
28.35;83.78;
28.36;83.53;
28.37;82.48;
28.38;80.72;
28.39;80.62;
28.40;80.33;
28.41;80.50;
28.42;80.86;
28.43;80.55;
28.44;79.92;
28.45;79.83;
28.46;79.92;
28.47;79.95;
28.48;79.69;
28.49;79.53;
28.50;79.38;
28.51;79.27;
28.52;79.16;
28.53;79.12;
28.54;78.84;
28.55;78.91;
28.56;78.89;
28.57;78.83;
28.58;78.89;
28.59;78.86;
28.60;78.62;
28.61;78.69;
28.62;78.56;
28.63;78.70;
28.64;78.41;
28.65;78.45;
28.66;78.42;
28.67;78.23;
28.68;78.27;
28.69;78.39;
28.70;78.22;
28.71;78.28;
28.72;78.17;
28.73;78.08;
28.74;77.83;
28.75;77.89;
28.76;77.59;
28.77;77.62;
28.78;77.53;
28.79;77.52;
28.80;77.50;
28.81;77.28;
28.82;77.08;
28.83;77.00;
28.84;76.78;
28.85;77.02;
28.86;77.42;
28.87;79.59;
28.88;87.02;
28.89;95.91;
28.90;102.75;
28.91;104.56;
28.92;103.98;
28.93;102.59;
28.94;101.59;
28.95;101.19;
28.96;100.84;
28.97;100.91;
28.98;100.42;
28.99;99.91;
29.00;97.81;
29.01;93.52;
29.02;89.55;
29.03;89.19;
29.04;89.34;
29.05;89.58;
29.06;89.33;
29.07;88.14;
29.08;86.77;
29.09;86.61;
29.10;86.78;
29.11;86.12;
29.12;84.48;
29.13;83.83;
29.14;83.48;
29.15;83.55;
29.16;83.75;
29.17;84.02;
29.18;84.45;
29.19;84.48;
29.20;84.39;
29.21;85.52;
29.22;88.06;
29.23;89.55;
29.24;89.69;
29.25;89.41;
29.26;89.05;
29.27;87.88;
29.28;86.64;
29.29;86.56;
29.30;86.88;
29.31;86.89;
29.32;86.28;
29.33;85.67;
29.34;85.27;
29.35;84.77;
29.36;84.62;
29.37;84.14;
29.38;83.88;
29.39;83.33;
29.40;82.94;
29.41;82.53;
29.42;82.34;
29.43;82.09;
29.44;81.95;
29.45;81.58;
29.46;81.53;
29.47;81.09;
29.48;81.22;
29.49;80.89;
29.50;80.89;
29.51;80.62;
29.52;80.78;
29.53;80.48;
29.54;80.45;
29.55;80.28;
29.56;80.23;
29.57;79.95;
29.58;79.92;
29.59;79.81;
29.60;79.75;
29.61;79.41;
29.62;79.34;
29.63;79.22;
29.64;79.47;
29.65;79.11;
29.66;79.19;
29.67;79.14;
29.68;79.12;
29.69;79.05;
29.70;78.91;
29.71;78.83;
29.72;78.89;
29.73;78.72;
29.74;78.66;
29.75;78.55;
29.76;78.53;
29.77;78.31;
29.78;78.12;
29.79;77.91;
29.80;77.77;
29.81;77.70;
29.82;77.55;
29.83;77.31;
29.84;77.17;
29.85;77.28;
29.86;77.36;
29.87;77.94;
29.88;80.66;
29.89;86.09;
29.90;93.27;
29.91;99.83;
29.92;104.42;
29.93;104.69;
29.94;103.30;
29.95;101.86;
29.96;100.92;
29.97;100.53;
29.98;100.00;
29.99;99.80;
30.00;99.16;
30.01;97.27;
30.02;94.58;
30.03;91.48;
30.04;89.92;
30.05;89.88;
30.06;89.72;
30.07;88.62;
30.08;86.70;
30.09;85.22;
30.10;84.66;
30.11;84.59;
30.12;84.44;
30.13;84.27;
30.14;83.97;
30.15;83.78;
30.16;83.69;
30.17;83.50;
30.18;83.64;
30.19;83.73;
30.20;84.20;
30.21;85.88;
30.22;88.22;
30.23;88.66;
30.24;88.17;
30.25;87.78;
30.26;87.42;
30.27;87.66;
30.28;88.02;
30.29;87.31;
30.30;86.56;
30.31;86.14;
30.32;86.03;
30.33;85.72;
30.34;85.53;
30.35;85.00;
30.36;84.73;
30.37;84.31;
30.38;84.08;
30.39;83.66;
30.40;83.25;
30.41;82.84;
30.42;82.48;
30.43;82.05;
30.44;81.78;
30.45;81.17;
30.46;81.19;
30.47;80.97;
30.48;81.02;
30.49;80.73;
30.50;80.53;
30.51;80.27;
30.52;80.36;
30.53;80.09;
30.54;80.09;
30.55;79.97;
30.56;79.81;
30.57;79.61;
30.58;79.77;
30.59;79.66;
30.60;79.64;
30.61;79.83;
30.62;79.73;
30.63;79.77;
30.64;79.86;
30.65;79.55;
30.66;79.55;
30.67;79.52;
30.68;79.61;
30.69;79.52;
30.70;79.66;
30.71;79.47;
30.72;79.55;
30.73;79.36;
30.74;79.31;
30.75;79.11;
30.76;79.16;
30.77;79.06;
30.78;78.86;
30.79;78.55;
30.80;78.75;
30.81;78.62;
30.82;78.55;
30.83;78.98;
30.84;80.28;
30.85;84.59;
30.86;92.89;
30.87;99.39;
30.88;101.84;
30.89;100.19;
30.90;97.81;
30.91;97.27;
30.92;97.78;
30.93;98.80;
30.94;99.16;
30.95;99.06;
30.96;98.05;
30.97;94.86;
30.98;91.22;
